DJSTEEL
93.58
91.55
94.21
93.32
93.37
91.07
90.67
89.33
88.04
85.91
86.62
83.69
79.27
76.13
73.89
76.68
77.13
77.84
82.50
79.56
79.46
79.14
74.37
69.98
69.67
70.92
73.99
75.05
75.08
72.63
72.26
72.69
72.24
74.29
74.77
75.99
73.36
71.45
72.21
73.42
70.84
69.38
71.85
68.59
70.59
68.38
70.26
71.48
72.60
73.26
72.43
72.67
71.13
68.85
67.96
67.35
67.58
59.13
59.41
61.07
62.74
61.79
59.04
61.89
60.25
61.30
60.25
58.70
60.20
57.61
57.88
59.64
57.95
63.29
60.42
58.79
62.90
64.10
62.72
63.34
62.78
62.19
61.58
60.90
62.31
62.46
64.34
65.52
63.80
65.47
64.28
62.03
60.52
62.29
61.29
63.35
64.20
63.12
62.26
62.89
65.50
64.06
64.91
65.25
68.58
69.58
70.32
68.30
67.60
65.60
65.09
62.66
64.28
63.99
63.72
62.06
64.06
63.16
61.40
61.84
61.94
61.16
60.82
61.00
59.95
60.10
60.44
61.81
61.69
62.99
63.12
60.83
62.64
64.28
64.66
66.51
66.20
65.40
64.99
62.51
61.44
61.23
59.36
58.01
58.52
58.26
57.29
57.92
57.66
56.05
53.78
54.66
54.81
54.44
53.73
53.42
53.22
54.93
54.36
53.66
55.60
54.65
54.35
53.62
54.01
54.18
53.68
53.16
53.20
50.94
51.91
50.49
49.19
47.88
49.27
49.00
50.85
51.64
50.67
50.64
52.58
50.49
49.87
48.13
47.80
48.35
47.03
47.75
48.94
48.60
48.59
49.95
50.09
50.27
49.99
49.66
50.99
52.06
52.13
53.10
54.47
55.04
55.01
54.63
53.42
54.63
54.47
54.77
54.88
56.38
56.35
57.30
56.41
55.54
57.24
57.65
57.69
57.52
59.15
59.89
59.36
59.65
59.73
59.18
60.19
61.39
61.56
61.37
63.25
65.22
64.33
65.14
65.79
65.89
64.98
65.75
67.00
67.08
66.05
67.08
68.59
67.36
66.89
66.20
64.90
64.92
64.45
65.07
64.13
64.25
63.59
64.91
64.28
65.01
65.00
64.44
63.25
63.65
64.29
63.76
63.89
63.70
65.28
63.73
64.94
64.60
64.76
63.47
63.38
63.89
63.25
64.83
64.27
64.97
63.79
62.03
63.02
64.28
65.27
65.97
64.99
66.88
66.41
67.38
67.92
68.31
68.97
68.23
68.16
68.00
68.51
68.98
69.18
69.19
69.12
68.92
68.01
69.07
68.08
66.43
66.94
68.47
67.29
67.94
66.20
66.66
67.06
65.55
66.53
66.04
63.40
63.02
63.71
63.07
64.72
65.24
66.96
66.77
67.54
66.97
67.55
67.93
68.94
70.99
70.61
71.38
70.45
70.80
70.86
69.41
69.28
69.44
70.77
73.16
74.57
76.39
76.32
75.99
76.65
76.45
77.59
77.56
75.28
75.59
75.96
76.50
76.20
75.14
74.78
74.59
73.58
74.56
76.04
77.85
79.00
79.23
81.73
79.09
78.06
78.92
78.47
82.24
82.14
82.89
86.15
86.93
87.70
86.29
89.64
93.18
94.32
96.90
96.55
95.28
97.49
100.05
97.32
96.29
97.10
99.97
99.05
96.02
96.82
95.39
94.83
93.79
92.89
92.22
92.42
95.34
96.45
95.57
93.65
93.03
93.49
90.47
89.81
92.33
90.63
90.03
88.94
89.94
93.33
94.31
95.12
98.58
99.87
98.59
101.36
101.61
100.69
98.71
98.07
98.57
98.55
100.23
102.36
107.20
107.18
105.82
106.18
103.41
100.46
98.78
95.04
94.64
96.28
93.26
92.95
96.53
96.25
101.48
98.88
99.95
97.11
98.79
100.89
102.58
104.50
103.30
102.62
105.97
106.32
108.10
108.08
107.57
109.02
104.33
102.34
103.14
104.37
104.23
100.60
99.82
104.41
102.97
102.75
100.18
94.59
91.58
90.19
89.42
92.83
93.12
90.62
85.49
85.82
87.78
87.62
87.44
86.22
84.54
90.27
90.25
90.26
92.04
94.05
96.96
96.51
99.08
98.15
98.57
97.07
95.88
96.93
100.66
100.43
98.23
100.50
98.44
102.69
103.61
103.66
106.63
107.05
109.25
112.45
112.06
112.21
111.55
114.42
114.95
112.70
111.25
111.54
113.79
111.29
112.41
113.07
115.96
119.27
120.59
120.66
120.21
120.73
115.84
115.89
114.79
114.43
117.92
122.55
125.52
126.18
126.10
124.10
123.58
119.45
113.84
115.97
120.54
120.30
116.31
116.68
121.37
121.63
122.69
123.17
124.46
120.16
119.52
119.62
118.55
120.92
118.88
120.84
120.62
124.27
124.34
127.15
125.66
132.68
131.72
131.87
130.76
130.08
130.60
131.39
131.00
129.44
128.17
125.26
126.18
125.98
132.19
130.15
133.60
135.14
141.41
140.95
145.02
141.55
137.91
136.77
133.78
125.84
125.44
126.68
124.19
114.82
118.09
120.83
118.74
126.83
132.47
130.96
126.39
128.72
129.69
132.91
137.13
140.87
139.13
142.46
145.37
147.04
146.51
151.62
151.92
149.87
152.24
149.31
149.77
154.18
152.55
153.54
162.84
162.31
161.82
160.92
154.29
158.49
156.23
150.78
149.14
150.27
151.51
156.93
155.11
160.13
159.97
160.39
160.99
165.66
163.47
163.47
163.22
166.56
165.53
157.16
160.04
154.14
152.55
151.21
151.10
151.83
152.87
146.76
149.10
151.66
157.26
157.61
157.08
156.01
158.48
157.76
161.33
160.14
162.99
162.78
167.14
166.34
169.27
169.53
168.85
170.79
171.13
165.45
168.86
170.41
171.35
169.75
178.23
174.63
179.31
175.17
177.99
183.74
190.50
188.50
183.40
184.43
183.67
190.74
184.47
177.85
174.32
170.84
178.61
175.79
177.97
172.11
175.34
174.31
177.24
177.32
173.29
173.94
169.06
161.12
163.64
165.85
167.85
166.16
166.47
165.93
166.66
161.12
161.13
162.86
155.20
145.80
141.53
148.36
153.59
149.47
154.28
152.11
154.62
148.14
142.85
139.24
141.97
142.38
143.71
148.13
146.06
148.35
149.48
142.06
143.22
134.20
130.36
132.61
136.04
143.38
141.14
140.43
142.08
140.83
137.45
141.60
143.57
142.21
144.54
143.82
142.39
140.68
141.03
139.81
138.08
139.02
139.64
139.65
144.90
148.06
148.50
144.74
140.59
138.88
132.29
129.36
129.24
132.60
131.98
129.65
130.81
132.28
133.91
134.88
137.52
141.40
141.79
141.97
139.50
140.20
139.93
145.00
150.70
152.89
157.16
154.13
158.71
157.15
160.61
158.70
159.63
164.99
162.88
160.51
158.12
161.51
161.48
163.94
165.66
164.51
165.13
159.88
159.86
155.64
156.23
158.87
154.19
150.84
153.37
151.28
155.29
153.77
157.53
162.07
163.04
162.75
165.32
164.64
168.19
166.81
165.12
164.27
165.43
168.42
168.56
162.24
164.09
163.97
167.07
168.76
167.37
167.35
167.70
169.98
168.33
163.41
155.21
154.12
156.51
153.47
153.41
150.71
148.83
151.84
153.84
150.35
153.24
149.28
153.61
160.64
161.04
160.94
156.37
161.07
162.93
166.04
169.53
168.78
167.71
168.47
167.81
168.86
167.67
172.59
169.52
168.01
169.69
173.16
171.72
177.60
175.57
178.31
179.17
177.80
183.12
185.04
190.10
188.29
191.38
191.72
189.72
187.54
187.01
187.71
187.54
185.97
184.86
185.50
181.80
182.07
187.09
186.46
188.59
186.24
188.37
189.50
187.25
192.67
195.61
196.12
199.00
201.33
201.48
199.96
197.23
197.65
200.92
196.92
201.23
199.27
204.86
217.34
219.60
225.22
235.32
234.35
237.54
236.24
231.10
232.72
243.63
230.03
226.95
222.35
223.56
217.66
225.96
224.83
229.19
227.38
230.59
233.19
236.56
237.72
235.24
230.51
237.61
240.58
242.32
240.30
232.93
234.60
234.35
244.23
240.10
247.59
250.78
249.14
253.51
253.08
249.99
255.33
260.19
263.27
266.80
264.90
273.46
274.31
270.15
275.56
277.43
282.50
286.22
279.47
278.93
273.19
275.55
278.63
285.16
297.05
299.92
287.83
291.94
295.48
291.48
292.33
278.71
286.29
296.53
301.82
303.37
309.41
309.25
313.03
314.17
319.28
308.60
296.29
289.18
285.39
272.76
268.68
268.17
254.94
259.02
258.87
272.73
280.42
265.95
269.05
276.32
280.81
263.13
263.13
248.49
252.30
250.85
239.06
233.71
242.49
259.14
256.97
248.75
249.10
260.49
257.82
262.49
266.67
265.21
270.52
283.90
285.58
289.12
283.17
281.56
280.66
281.64
280.95
279.37
262.35
262.40
253.42
256.86
269.63
256.81
246.87
252.63
260.41
259.54
256.30
261.90
265.30
258.40
264.05
263.28
256.49
260.17
256.47
255.22
254.79
245.06
243.27
251.31
260.69
255.12
257.80
255.52
